11:34:38.980 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
	at cz.muni.fi.pv168.rent.MainWindow$VehicleTableModel.deleteVehicle(MainWindow.java:1267) [classes/:na]
	at cz.muni.fi.pv168.rent.MainWindow$21.doInBackground(MainWindow.java:709) [classes/:na]
	at cz.muni.fi.pv168.rent.MainWindow$21.doInBackground(MainWindow.java:701) [classes/:na]
	at javax.swing.SwingWorker$1.call(SwingWorker.java:296) [na:1.7.0_79]
	at java.util.concurrent.FutureTask.run(FutureTask.java:262) [na:1.7.0_79]
	at javax.swing.SwingWorker.run(SwingWorker.java:335) [na:1.7.0_79]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [na:1.7.0_79]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [na:1.7.0_79]
	at java.lang.Thread.run(Thread.java:745) [na:1.7.0_79]
Caused by: org.apache.derby.client.am.SqlException: DELETE on table 'VEHICLE' caused a violation of foreign key constraint 'RESERVATION_VEHICLE_FK' for key (4).  The statement has been rolled back.
	at org.apache.derby.client.am.Statement.completeExecute(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.net.NetStatementReply.parseEXCSQLSTTreply(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.net.NetStatementReply.readExecute(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.net.StatementReply.readExecute(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.net.NetPreparedStatement.readExecute_(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.am.PreparedStatement.readExecute(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.am.PreparedStatement.flowExecute(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.am.PreparedStatement.executeUpdateX(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	... 13 common frames omitted
13:49:41.080 [SwingWorker-pool-1-thread-8] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=5, price=200.0000, brand=SKODA} removed from the database
14:36:26.226 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:26.267 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:36:26.284 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:36:26.308 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
14:36:27.257 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:27.282 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:36:27.303 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:36:27.843 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:27.852 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
14:36:27.877 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
14:36:28.097 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:28.546 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:28.556 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:36:28.706 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:28.728 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:36:28.733 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:36:29.056 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:29.075 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:36:29.082 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:36:29.386 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:36:30.116 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:36:30.184 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:36:30.207 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:36:30.365 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:36:30.668 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:36:30.870 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:36:31.034 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:36:31.056 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:36:31.252 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:36:31.462 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:36:31.494 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:36:31.986 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:36:32.128 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:46:20.147 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:20.237 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:46:20.252 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:46:20.284 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
14:46:21.296 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:21.328 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:46:21.334 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:46:21.657 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:21.660 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
14:46:21.754 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
14:46:22.006 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:22.517 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:22.532 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:46:22.632 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:22.647 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:46:22.651 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:46:22.918 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:22.927 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:46:22.930 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:46:23.021 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:46:23.458 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:46:23.800 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:46:23.832 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:46:23.975 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:46:24.327 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:46:25.098 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:46:25.197 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:46:25.242 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:46:25.406 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:46:25.548 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:46:25.578 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:46:26.160 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:46:26.227 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:49:59.106 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:49:59.216 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:49:59.267 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:49:59.414 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
14:50:00.132 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:50:00.142 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:50:00.146 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:50:00.298 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:50:00.300 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
14:50:00.329 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
14:50:00.462 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:50:00.770 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:50:00.846 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:50:01.301 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:50:01.370 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:50:01.378 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:50:01.687 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:50:01.695 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:50:01.701 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:50:01.785 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:50:02.399 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:50:02.490 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:50:02.528 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:50:02.882 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:50:03.127 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:50:03.430 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:50:03.505 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:50:03.526 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:50:03.685 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:50:03.780 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:50:03.802 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:50:04.321 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:50:04.384 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:55:53.184 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:53.202 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:55:53.208 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:55:53.222 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
14:55:54.295 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:54.320 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:55:54.328 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:55:54.650 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:54.652 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
14:55:54.670 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
14:55:54.848 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:55.107 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:55.123 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:55:55.265 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:55.279 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:55:55.285 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:55:55.604 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:55.616 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
14:55:55.624 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
14:55:55.771 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
14:55:56.250 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:55:56.321 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:55:56.357 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:55:56.527 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:55:56.658 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:55:56.890 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:55:56.952 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:55:56.999 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:55:57.717 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:55:58.069 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
14:55:58.203 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
14:55:58.860 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
14:55:58.902 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
